"X","drug_row","drug_col","cell_line_name","synergy","fold"
"AZD6738_Olaparib_A2058","AZD6738","Olaparib","A2058",0.0122744882536639,1
"AZD1775_Olaparib_A2058","AZD1775","Olaparib","A2058",0.009239967596978,4
"AZD1775_AZD6738_A2058","AZD1775","AZD6738","A2058",0.0631074862580957,2
"AZD2811_Olaparib_A2058","AZD2811","Olaparib","A2058",0.0181385668149307,0
"AZD2811_AZD6738_A2058","AZD2811","AZD6738","A2058",0.0165865578951677,4
"AZD1775_AZD2811_A2058","AZD2811","AZD1775","A2058",0.00052492078927957,3
"AZD0156_AZD1775_A2058","AZD0156","AZD1775","A2058",-0.0241801628276855,1
"AZD7648_Olaparib_A2058","AZD7648","Olaparib","A2058",-0.0256989542889594,2
"AZD0156_AZD6738_A2058","AZD0156","AZD6738","A2058",-0.007847961813699,2
"AZD0156_AZD2811_A2058","AZD0156","AZD2811","A2058",-0.0150875942820758,4
"AZD1775_AZD7648_A2058","AZD7648","AZD1775","A2058",0.029469225553562,3
"AZD0156_AZD7648_A2058","AZD7648","AZD0156","A2058",0.0065892780257151,3
"AZD6738_AZD7648_A2058","AZD7648","AZD6738","A2058",0.0306217831028339,0
"AZD2811_AZD7648_A2058","AZD7648","AZD2811","A2058",0.0256376815759757,0
"Olaparib_Prexasertib_A2058","Prexasertib","Olaparib","A2058",0.0242007736521283,3
"AZD6738_Prexasertib_A2058","Prexasertib","AZD6738","A2058",0.0390102711380027,1
"AZD1775_Prexasertib_A2058","Prexasertib","AZD1775","A2058",0.120228199086096,3
"AZD0156_Prexasertib_A2058","Prexasertib","AZD0156","A2058",0.0156763393431714,0
"AZD7648_Prexasertib_A2058","Prexasertib","AZD7648","A2058",0.020480276260632,2
"Olaparib_SN-38_A2058","SN-38","Olaparib","A2058",0.0423748230092942,0
"AZD7648_Doxorubicin_A2058","Doxorubicin","AZD7648","A2058",0.029402580725822,4
"Olaparib_SG3199_A2058","SG3199","Olaparib","A2058",-0.0124823023073777,4
"AZD0156_SN-38_A2058","SN-38","AZD0156","A2058",0.0541185780403025,1
"AZD6738_Olaparib_Raji","AZD6738","Olaparib","Raji",-0.0105927350564523,1
"AZD1775_Olaparib_Raji","AZD1775","Olaparib","Raji",-0.0033465075130813,4
"AZD1775_AZD6738_Raji","AZD1775","AZD6738","Raji",0.127167441509653,2
"AZD2811_Olaparib_Raji","AZD2811","Olaparib","Raji",0.00282046118156,0
"AZD2811_AZD6738_Raji","AZD2811","AZD6738","Raji",-0.0535045698075395,4
"AZD1775_AZD2811_Raji","AZD2811","AZD1775","Raji",0.0309753959929896,3
"AZD0156_AZD1775_Raji","AZD0156","AZD1775","Raji",-0.0229302637282877,1
"AZD7648_Olaparib_Raji","AZD7648","Olaparib","Raji",0.0073496329419199,2
"AZD0156_AZD6738_Raji","AZD0156","AZD6738","Raji",0.021170679770018,2
"AZD0156_AZD2811_Raji","AZD0156","AZD2811","Raji",0.0097577794862738,4
"AZD1775_AZD7648_Raji","AZD7648","AZD1775","Raji",-0.0295257606389011,3
"AZD0156_AZD7648_Raji","AZD7648","AZD0156","Raji",0.0433665938290773,3
"AZD6738_AZD7648_Raji","AZD7648","AZD6738","Raji",0.0076143566548792,0
"AZD2811_AZD7648_Raji","AZD7648","AZD2811","Raji",0.0330986510790569,0
"Olaparib_Prexasertib_Raji","Prexasertib","Olaparib","Raji",0.0222892668983855,3
"AZD6738_Prexasertib_Raji","Prexasertib","AZD6738","Raji",-0.0296565661695675,1
"AZD1775_Prexasertib_Raji","Prexasertib","AZD1775","Raji",0.111475952018524,3
"AZD0156_Prexasertib_Raji","Prexasertib","AZD0156","Raji",-0.0078872064092386,0
"AZD7648_Prexasertib_Raji","Prexasertib","AZD7648","Raji",-0.0097819952398404,2
"Olaparib_SN-38_Raji","SN-38","Olaparib","Raji",0.0431609238279666,0
"AZD7648_Doxorubicin_Raji","Doxorubicin","AZD7648","Raji",0.100460311536729,4
"Olaparib_SG3199_Raji","SG3199","Olaparib","Raji",0.0071251754102003,4
"AZD0156_SN-38_Raji","SN-38","AZD0156","Raji",0.0031772362039639,1
"AZD6738_Olaparib_TCCSUP","AZD6738","Olaparib","TCCSUP",0.0837014075534399,1
"AZD1775_Olaparib_TCCSUP","AZD1775","Olaparib","TCCSUP",0.0433413340118746,4
"AZD1775_AZD6738_TCCSUP","AZD1775","AZD6738","TCCSUP",0.0774172509790058,2
"AZD2811_Olaparib_TCCSUP","AZD2811","Olaparib","TCCSUP",0.0361192943520943,0
"AZD2811_AZD6738_TCCSUP","AZD2811","AZD6738","TCCSUP",0.0323696937115283,4
"AZD1775_AZD2811_TCCSUP","AZD2811","AZD1775","TCCSUP",-0.0051018619644613,3
"AZD0156_AZD1775_TCCSUP","AZD0156","AZD1775","TCCSUP",-0.0502338715420078,1
"AZD7648_Olaparib_TCCSUP","AZD7648","Olaparib","TCCSUP",-0.0348503131598885,2
"AZD0156_AZD6738_TCCSUP","AZD0156","AZD6738","TCCSUP",-0.0125158029628989,2
"AZD0156_AZD2811_TCCSUP","AZD0156","AZD2811","TCCSUP",-0.0482469543433391,4
"AZD1775_AZD7648_TCCSUP","AZD7648","AZD1775","TCCSUP",0.0234353003344083,3
"AZD0156_AZD7648_TCCSUP","AZD7648","AZD0156","TCCSUP",0.00079281150610137,3
"AZD6738_AZD7648_TCCSUP","AZD7648","AZD6738","TCCSUP",0.0454254984445946,0
"AZD2811_AZD7648_TCCSUP","AZD7648","AZD2811","TCCSUP",0.0453233433658718,0
"Olaparib_Prexasertib_TCCSUP","Prexasertib","Olaparib","TCCSUP",0.0118569876565781,3
"AZD6738_Prexasertib_TCCSUP","Prexasertib","AZD6738","TCCSUP",0.0384013673347493,1
"AZD1775_Prexasertib_TCCSUP","Prexasertib","AZD1775","TCCSUP",0.103464704987864,3
"AZD0156_Prexasertib_TCCSUP","Prexasertib","AZD0156","TCCSUP",0.0120420326994198,0
"AZD7648_Prexasertib_TCCSUP","Prexasertib","AZD7648","TCCSUP",0.0127089170600634,2
"Olaparib_SN-38_TCCSUP","SN-38","Olaparib","TCCSUP",0.101680628877914,0
"AZD7648_Doxorubicin_TCCSUP","Doxorubicin","AZD7648","TCCSUP",0.0526920509548241,4
"Olaparib_SG3199_TCCSUP","SG3199","Olaparib","TCCSUP",-0.0179604387538293,4
"AZD0156_SN-38_TCCSUP","SN-38","AZD0156","TCCSUP",0.109733585762903,1
"AZD6738_Olaparib_SNU-398","AZD6738","Olaparib","SNU-398",0.0306737866358479,1
"AZD1775_Olaparib_SNU-398","AZD1775","Olaparib","SNU-398",-0.0190808655262328,4
"AZD1775_AZD6738_SNU-398","AZD1775","AZD6738","SNU-398",0.0448243198345518,2
"AZD2811_Olaparib_SNU-398","AZD2811","Olaparib","SNU-398",0.0029246075358393,0
"AZD2811_AZD6738_SNU-398","AZD2811","AZD6738","SNU-398",0.0427162981482453,4
"AZD1775_AZD2811_SNU-398","AZD2811","AZD1775","SNU-398",0.0568485117651487,3
"AZD0156_AZD1775_SNU-398","AZD0156","AZD1775","SNU-398",-0.0727548264117123,1
"AZD7648_Olaparib_SNU-398","AZD7648","Olaparib","SNU-398",-0.0274506461072762,2
"AZD0156_AZD6738_SNU-398","AZD0156","AZD6738","SNU-398",0.0088807320450405,2
"AZD0156_AZD2811_SNU-398","AZD0156","AZD2811","SNU-398",-0.0047463025836475,4
"AZD1775_AZD7648_SNU-398","AZD7648","AZD1775","SNU-398",0.0333202823491671,3
"AZD0156_AZD7648_SNU-398","AZD7648","AZD0156","SNU-398",-0.0126821957349255,3
"AZD6738_AZD7648_SNU-398","AZD7648","AZD6738","SNU-398",0.0047478472254484,0
"AZD2811_AZD7648_SNU-398","AZD7648","AZD2811","SNU-398",0.0444623994211007,0
"Olaparib_Prexasertib_SNU-398","Prexasertib","Olaparib","SNU-398",-0.030495291031173,3
"AZD6738_Prexasertib_SNU-398","Prexasertib","AZD6738","SNU-398",0.0617095331332862,1
"AZD1775_Prexasertib_SNU-398","Prexasertib","AZD1775","SNU-398",0.0797383676740521,3
"AZD0156_Prexasertib_SNU-398","Prexasertib","AZD0156","SNU-398",0.0645726903163671,0
"AZD7648_Prexasertib_SNU-398","Prexasertib","AZD7648","SNU-398",0.0523968049344229,2
"Olaparib_SN-38_SNU-398","SN-38","Olaparib","SNU-398",0.0118533695300482,0
"AZD7648_Doxorubicin_SNU-398","Doxorubicin","AZD7648","SNU-398",0.0654153240864391,4
"Olaparib_SG3199_SNU-398","SG3199","Olaparib","SNU-398",-0.0211233258489476,4
"AZD0156_SN-38_SNU-398","SN-38","AZD0156","SNU-398",0.0367291023056981,1
"AZD6738_Olaparib_CAL-120","AZD6738","Olaparib","CAL-120",0.0452104287964377,1
"AZD1775_Olaparib_CAL-120","AZD1775","Olaparib","CAL-120",0.0219093437937807,4
"AZD1775_AZD6738_CAL-120","AZD1775","AZD6738","CAL-120",0.0406923804424974,2
"AZD2811_Olaparib_CAL-120","AZD2811","Olaparib","CAL-120",0.0147988914718508,0
"AZD2811_AZD6738_CAL-120","AZD2811","AZD6738","CAL-120",-0.0267082119658567,4
"AZD1775_AZD2811_CAL-120","AZD2811","AZD1775","CAL-120",-0.0445189611447655,3
"AZD0156_AZD1775_CAL-120","AZD0156","AZD1775","CAL-120",-0.050367824055119,1
"AZD7648_Olaparib_CAL-120","AZD7648","Olaparib","CAL-120",-0.022617553340265,2
"AZD0156_AZD6738_CAL-120","AZD0156","AZD6738","CAL-120",0.0250482337979367,2
"AZD0156_AZD2811_CAL-120","AZD0156","AZD2811","CAL-120",-0.0092494608419919,4
"AZD1775_AZD7648_CAL-120","AZD7648","AZD1775","CAL-120",0.064447668400894,3
"AZD0156_AZD7648_CAL-120","AZD7648","AZD0156","CAL-120",-0.0014411032816847,3
"AZD6738_AZD7648_CAL-120","AZD7648","AZD6738","CAL-120",0.0332633624849954,0
"AZD2811_AZD7648_CAL-120","AZD7648","AZD2811","CAL-120",-0.0265214220883722,0
"Olaparib_Prexasertib_CAL-120","Prexasertib","Olaparib","CAL-120",-0.0374085951539928,3
"AZD6738_Prexasertib_CAL-120","Prexasertib","AZD6738","CAL-120",0.0415437131331363,1
"AZD1775_Prexasertib_CAL-120","Prexasertib","AZD1775","CAL-120",0.104951500779065,3
"AZD0156_Prexasertib_CAL-120","Prexasertib","AZD0156","CAL-120",0.0317859380149075,0
"AZD7648_Prexasertib_CAL-120","Prexasertib","AZD7648","CAL-120",0.0413476899018198,2
"Olaparib_SN-38_CAL-120","SN-38","Olaparib","CAL-120",0.0530921556365497,0
"AZD7648_Doxorubicin_CAL-120","Doxorubicin","AZD7648","CAL-120",0.0265586130052591,4
"Olaparib_SG3199_CAL-120","SG3199","Olaparib","CAL-120",-0.0248540892980456,4
"AZD0156_SN-38_CAL-120","SN-38","AZD0156","CAL-120",-0.063271046884533,1
"AZD6738_Olaparib_HCC1187","AZD6738","Olaparib","HCC1187",0.0726059481108812,1
"AZD1775_Olaparib_HCC1187","AZD1775","Olaparib","HCC1187",0.0685303627262743,4
"AZD1775_AZD6738_HCC1187","AZD1775","AZD6738","HCC1187",0.0774636609364779,2
"AZD2811_Olaparib_HCC1187","AZD2811","Olaparib","HCC1187",-0.0497002949258345,0
"AZD2811_AZD6738_HCC1187","AZD2811","AZD6738","HCC1187",-0.0584780184506211,4
"AZD1775_AZD2811_HCC1187","AZD2811","AZD1775","HCC1187",-0.00073521671667507,3
"AZD0156_AZD1775_HCC1187","AZD0156","AZD1775","HCC1187",-0.0048689929401687,1
"AZD7648_Olaparib_HCC1187","AZD7648","Olaparib","HCC1187",-0.0038596012156899,2
"AZD0156_AZD6738_HCC1187","AZD0156","AZD6738","HCC1187",0.0252732047459949,2
"AZD0156_AZD2811_HCC1187","AZD0156","AZD2811","HCC1187",-0.0541748172366543,4
"AZD1775_AZD7648_HCC1187","AZD7648","AZD1775","HCC1187",0.0346419492688688,3
"AZD0156_AZD7648_HCC1187","AZD7648","AZD0156","HCC1187",-0.0053281963155431,3
"AZD6738_AZD7648_HCC1187","AZD7648","AZD6738","HCC1187",0.0055852399494551,0
"AZD2811_AZD7648_HCC1187","AZD7648","AZD2811","HCC1187",-0.0378699481501495,0
"Olaparib_Prexasertib_HCC1187","Prexasertib","Olaparib","HCC1187",-0.007878913178163,3
"AZD6738_Prexasertib_HCC1187","Prexasertib","AZD6738","HCC1187",0.0934324632241152,1
"AZD1775_Prexasertib_HCC1187","Prexasertib","AZD1775","HCC1187",0.125122648621093,3
"AZD0156_Prexasertib_HCC1187","Prexasertib","AZD0156","HCC1187",0.0053405753741054,0
"AZD7648_Prexasertib_HCC1187","Prexasertib","AZD7648","HCC1187",0.0368882297717703,2
"Olaparib_SN-38_HCC1187","SN-38","Olaparib","HCC1187",0.0518599754151456,0
"AZD7648_Doxorubicin_HCC1187","Doxorubicin","AZD7648","HCC1187",0.118437841036969,4
"Olaparib_SG3199_HCC1187","SG3199","Olaparib","HCC1187",-7.81600506275882e-05,4
"AZD0156_SN-38_HCC1187","SN-38","AZD0156","HCC1187",-0.0288292888518146,1
"AZD6738_Olaparib_ALL-SIL","AZD6738","Olaparib","ALL-SIL",0.0425270690293164,1
"AZD1775_Olaparib_ALL-SIL","AZD1775","Olaparib","ALL-SIL",-0.0104814805757884,4
"AZD1775_AZD6738_ALL-SIL","AZD1775","AZD6738","ALL-SIL",0.0696434767466409,2
"AZD2811_Olaparib_ALL-SIL","AZD2811","Olaparib","ALL-SIL",-0.0393775624511612,0
"AZD2811_AZD6738_ALL-SIL","AZD2811","AZD6738","ALL-SIL",-0.0276498322822204,4
"AZD1775_AZD2811_ALL-SIL","AZD2811","AZD1775","ALL-SIL",-0.0152656814857247,3
"AZD0156_AZD1775_ALL-SIL","AZD0156","AZD1775","ALL-SIL",-0.0134162895763954,1
"AZD7648_Olaparib_ALL-SIL","AZD7648","Olaparib","ALL-SIL",-0.0021540959869418,2
"AZD0156_AZD6738_ALL-SIL","AZD0156","AZD6738","ALL-SIL",-0.0719848405231802,2
"AZD0156_AZD2811_ALL-SIL","AZD0156","AZD2811","ALL-SIL",-0.0500174040347444,4
"AZD1775_AZD7648_ALL-SIL","AZD7648","AZD1775","ALL-SIL",0.0307459958513021,3
"AZD0156_AZD7648_ALL-SIL","AZD7648","AZD0156","ALL-SIL",0.052530351459036,3
"AZD6738_AZD7648_ALL-SIL","AZD7648","AZD6738","ALL-SIL",0.050354525576914,0
"AZD2811_AZD7648_ALL-SIL","AZD7648","AZD2811","ALL-SIL",-0.0316950581574078,0
"Olaparib_Prexasertib_ALL-SIL","Prexasertib","Olaparib","ALL-SIL",-0.0093518991411807,3
"AZD6738_Prexasertib_ALL-SIL","Prexasertib","AZD6738","ALL-SIL",0.0042911524796418,1
"AZD1775_Prexasertib_ALL-SIL","Prexasertib","AZD1775","ALL-SIL",0.0917582572638471,3
"AZD0156_Prexasertib_ALL-SIL","Prexasertib","AZD0156","ALL-SIL",-0.0791056677606544,0
"AZD7648_Prexasertib_ALL-SIL","Prexasertib","AZD7648","ALL-SIL",-0.0198972067605705,2
"Olaparib_SN-38_ALL-SIL","SN-38","Olaparib","ALL-SIL",0.0901567994790471,0
"AZD7648_Doxorubicin_ALL-SIL","Doxorubicin","AZD7648","ALL-SIL",0.0917996218250235,4
"Olaparib_SG3199_ALL-SIL","SG3199","Olaparib","ALL-SIL",-0.0266901746655002,4
"AZD0156_SN-38_ALL-SIL","SN-38","AZD0156","ALL-SIL",-0.0405025655297227,1
"AZD6738_Olaparib_AsPC-1","AZD6738","Olaparib","AsPC-1",-0.0049990371913846,1
"AZD1775_Olaparib_AsPC-1","AZD1775","Olaparib","AsPC-1",0.0300993500506775,4
"AZD1775_AZD6738_AsPC-1","AZD1775","AZD6738","AsPC-1",0.0157481699582066,2
"AZD2811_Olaparib_AsPC-1","AZD2811","Olaparib","AsPC-1",-0.00083172826978509,0
"AZD2811_AZD6738_AsPC-1","AZD2811","AZD6738","AsPC-1",0.0050070141466844,4
"AZD1775_AZD2811_AsPC-1","AZD2811","AZD1775","AsPC-1",-0.0512649731180794,3
"AZD0156_AZD1775_AsPC-1","AZD0156","AZD1775","AsPC-1",0.0061593672236925,1
"AZD7648_Olaparib_AsPC-1","AZD7648","Olaparib","AsPC-1",-0.0411228349648387,2
"AZD0156_AZD6738_AsPC-1","AZD0156","AZD6738","AsPC-1",0.0043935992909396,2
"AZD0156_AZD2811_AsPC-1","AZD0156","AZD2811","AsPC-1",-0.0311995863257543,4
"AZD1775_AZD7648_AsPC-1","AZD7648","AZD1775","AsPC-1",0.0862469103607488,3
"AZD0156_AZD7648_AsPC-1","AZD7648","AZD0156","AsPC-1",-0.0096877482684272,3
"AZD6738_AZD7648_AsPC-1","AZD7648","AZD6738","AsPC-1",0.0426236422540621,0
"AZD2811_AZD7648_AsPC-1","AZD7648","AZD2811","AsPC-1",-0.0021404182908845,0
"Olaparib_Prexasertib_AsPC-1","Prexasertib","Olaparib","AsPC-1",-0.0748519066591778,3
"AZD6738_Prexasertib_AsPC-1","Prexasertib","AZD6738","AsPC-1",0.0748462435469769,1
"AZD1775_Prexasertib_AsPC-1","Prexasertib","AZD1775","AsPC-1",0.053276802365591,3
"AZD0156_Prexasertib_AsPC-1","Prexasertib","AZD0156","AsPC-1",0.0638478270047492,0
"AZD7648_Prexasertib_AsPC-1","Prexasertib","AZD7648","AsPC-1",0.0227086812719056,2
"Olaparib_SN-38_AsPC-1","SN-38","Olaparib","AsPC-1",-0.0139445923643178,0
"AZD7648_Doxorubicin_AsPC-1","Doxorubicin","AZD7648","AsPC-1",-0.0115233676678679,4
"Olaparib_SG3199_AsPC-1","SG3199","Olaparib","AsPC-1",-0.0398564430665585,4
"AZD0156_SN-38_AsPC-1","SN-38","AZD0156","AsPC-1",-0.0107145531034345,1
"AZD6738_Olaparib_G-361","AZD6738","Olaparib","G-361",0.017795190648273,1
"AZD1775_Olaparib_G-361","AZD1775","Olaparib","G-361",0.0068376759340558,4
"AZD1775_AZD6738_G-361","AZD1775","AZD6738","G-361",0.0376336169020025,2
"AZD2811_Olaparib_G-361","AZD2811","Olaparib","G-361",-0.0012201007873589,0
"AZD2811_AZD6738_G-361","AZD2811","AZD6738","G-361",-0.0539935413317407,4
"AZD1775_AZD2811_G-361","AZD2811","AZD1775","G-361",0.0019737935882059,3
"AZD0156_AZD1775_G-361","AZD0156","AZD1775","G-361",-0.040770988921224,1
"AZD7648_Olaparib_G-361","AZD7648","Olaparib","G-361",-0.0351716216215482,2
"AZD0156_AZD6738_G-361","AZD0156","AZD6738","G-361",0.0425124716162762,2
"AZD0156_AZD2811_G-361","AZD0156","AZD2811","G-361",-0.0055531824680488,4
"AZD1775_AZD7648_G-361","AZD7648","AZD1775","G-361",0.0361776963212117,3
"AZD0156_AZD7648_G-361","AZD7648","AZD0156","G-361",0.0118371192508047,3
"AZD6738_AZD7648_G-361","AZD7648","AZD6738","G-361",0.0230784028190902,0
"AZD2811_AZD7648_G-361","AZD7648","AZD2811","G-361",0.0625303795244498,0
"Olaparib_Prexasertib_G-361","Prexasertib","Olaparib","G-361",-0.0307672019489538,3
"AZD6738_Prexasertib_G-361","Prexasertib","AZD6738","G-361",0.0801677616490454,1
"AZD1775_Prexasertib_G-361","Prexasertib","AZD1775","G-361",0.14079553035624,3
"AZD0156_Prexasertib_G-361","Prexasertib","AZD0156","G-361",0.0727610174524509,0
"AZD7648_Prexasertib_G-361","Prexasertib","AZD7648","G-361",0.0181886149184063,2
"Olaparib_SN-38_G-361","SN-38","Olaparib","G-361",0.0424972090603635,0
"AZD7648_Doxorubicin_G-361","Doxorubicin","AZD7648","G-361",0.0956754953027097,4
"Olaparib_SG3199_G-361","SG3199","Olaparib","G-361",-0.0233319697239578,4
"AZD0156_SN-38_G-361","SN-38","AZD0156","G-361",0.0281781414240958,1
"AZD6738_Olaparib_HOP-62","AZD6738","Olaparib","HOP-62",0.0285145652771951,1
"AZD1775_Olaparib_HOP-62","AZD1775","Olaparib","HOP-62",-0.0078600964054313,4
"AZD1775_AZD6738_HOP-62","AZD1775","AZD6738","HOP-62",0.0678146759981314,2
"AZD2811_Olaparib_HOP-62","AZD2811","Olaparib","HOP-62",-0.0257602386931683,0
"AZD2811_AZD6738_HOP-62","AZD2811","AZD6738","HOP-62",-0.0167435386159098,4
"AZD1775_AZD2811_HOP-62","AZD2811","AZD1775","HOP-62",-0.0159599497972943,3
"AZD0156_AZD1775_HOP-62","AZD0156","AZD1775","HOP-62",-0.0260772692008508,1
"AZD7648_Olaparib_HOP-62","AZD7648","Olaparib","HOP-62",-0.0401855049429064,2
"AZD0156_AZD6738_HOP-62","AZD0156","AZD6738","HOP-62",-0.0104766459244228,2
"AZD0156_AZD2811_HOP-62","AZD0156","AZD2811","HOP-62",-0.0361031972371009,4
"AZD1775_AZD7648_HOP-62","AZD7648","AZD1775","HOP-62",0.0070872056347285,3
"AZD0156_AZD7648_HOP-62","AZD7648","AZD0156","HOP-62",-0.00694931237615,3
"AZD6738_AZD7648_HOP-62","AZD7648","AZD6738","HOP-62",0.0113036465331411,0
"AZD2811_AZD7648_HOP-62","AZD7648","AZD2811","HOP-62",0.0210891878667657,0
"Olaparib_Prexasertib_HOP-62","Prexasertib","Olaparib","HOP-62",-0.0181973847700232,3
"AZD6738_Prexasertib_HOP-62","Prexasertib","AZD6738","HOP-62",0.0808817156624235,1
"AZD1775_Prexasertib_HOP-62","Prexasertib","AZD1775","HOP-62",0.0822953019926064,3
"AZD0156_Prexasertib_HOP-62","Prexasertib","AZD0156","HOP-62",0.0095361345037772,0
"AZD7648_Prexasertib_HOP-62","Prexasertib","AZD7648","HOP-62",0.0079375838897615,2
"Olaparib_SN-38_HOP-62","SN-38","Olaparib","HOP-62",0.0728993028619463,0
"AZD7648_Doxorubicin_HOP-62","Doxorubicin","AZD7648","HOP-62",0.0518287637689515,4
"Olaparib_SG3199_HOP-62","SG3199","Olaparib","HOP-62",-0.017733498153581,4
"AZD0156_SN-38_HOP-62","SN-38","AZD0156","HOP-62",0.0317997653774962,1
"AZD6738_Olaparib_HT55","AZD6738","Olaparib","HT55",0.0342212994470848,1
"AZD1775_Olaparib_HT55","AZD1775","Olaparib","HT55",0.0587050600719583,4
"AZD1775_AZD6738_HT55","AZD1775","AZD6738","HT55",0.0833212359624096,2
"AZD2811_Olaparib_HT55","AZD2811","Olaparib","HT55",0.0368075742646774,0
"AZD2811_AZD6738_HT55","AZD2811","AZD6738","HT55",-0.0029588514531789,4
"AZD1775_AZD2811_HT55","AZD2811","AZD1775","HT55",0.041984444224968,3
"AZD0156_AZD1775_HT55","AZD0156","AZD1775","HT55",-0.0515768937395663,1
"AZD7648_Olaparib_HT55","AZD7648","Olaparib","HT55",-0.0381517854782582,2
"AZD0156_AZD6738_HT55","AZD0156","AZD6738","HT55",0.0100099501968321,2
"AZD0156_AZD2811_HT55","AZD0156","AZD2811","HT55",0.015763573235976,4
"AZD1775_AZD7648_HT55","AZD7648","AZD1775","HT55",0.0186209458758644,3
"AZD0156_AZD7648_HT55","AZD7648","AZD0156","HT55",0.0121223016145625,3
"AZD6738_AZD7648_HT55","AZD7648","AZD6738","HT55",0.0366317273188123,0
"AZD2811_AZD7648_HT55","AZD7648","AZD2811","HT55",0.0114122706807736,0
"Olaparib_Prexasertib_HT55","Prexasertib","Olaparib","HT55",0.0051029887920147,3
"AZD6738_Prexasertib_HT55","Prexasertib","AZD6738","HT55",0.0736397338004332,1
"AZD1775_Prexasertib_HT55","Prexasertib","AZD1775","HT55",0.0802781090296128,3
"AZD0156_Prexasertib_HT55","Prexasertib","AZD0156","HT55",0.0573496911681877,0
"AZD7648_Prexasertib_HT55","Prexasertib","AZD7648","HT55",0.0123266206794369,2
"Olaparib_SN-38_HT55","SN-38","Olaparib","HT55",0.111555021866647,0
"AZD7648_Doxorubicin_HT55","Doxorubicin","AZD7648","HT55",0.0759806185642882,4
"Olaparib_SG3199_HT55","SG3199","Olaparib","HT55",-0.0276859038593713,4
"AZD0156_SN-38_HT55","SN-38","AZD0156","HT55",0.0902667564369567,1
"AZD6738_Olaparib_OVISE","AZD6738","Olaparib","OVISE",0.0587596295131395,1
"AZD1775_Olaparib_OVISE","AZD1775","Olaparib","OVISE",0.0239933146242531,4
"AZD1775_AZD6738_OVISE","AZD1775","AZD6738","OVISE",0.0324883344556516,2
"AZD2811_Olaparib_OVISE","AZD2811","Olaparib","OVISE",0.00042859533966973,0
"AZD2811_AZD6738_OVISE","AZD2811","AZD6738","OVISE",-0.0298673650793044,4
"AZD1775_AZD2811_OVISE","AZD2811","AZD1775","OVISE",-0.0173569953305341,3
"AZD0156_AZD1775_OVISE","AZD0156","AZD1775","OVISE",-0.0147587889834142,1
"AZD7648_Olaparib_OVISE","AZD7648","Olaparib","OVISE",-0.0369076536625047,2
"AZD0156_AZD6738_OVISE","AZD0156","AZD6738","OVISE",0.0467827150372609,2
"AZD0156_AZD2811_OVISE","AZD0156","AZD2811","OVISE",-0.0216220405259961,4
"AZD1775_AZD7648_OVISE","AZD7648","AZD1775","OVISE",0.0401148863130696,3
"AZD0156_AZD7648_OVISE","AZD7648","AZD0156","OVISE",0.0376949793767556,3
"AZD6738_AZD7648_OVISE","AZD7648","AZD6738","OVISE",0.0755469700726309,0
"AZD2811_AZD7648_OVISE","AZD7648","AZD2811","OVISE",0.0121670060597992,0
"Olaparib_Prexasertib_OVISE","Prexasertib","Olaparib","OVISE",-0.0434293953524952,3
"AZD6738_Prexasertib_OVISE","Prexasertib","AZD6738","OVISE",0.0934986046455393,1
"AZD1775_Prexasertib_OVISE","Prexasertib","AZD1775","OVISE",0.0889387408257929,3
"AZD0156_Prexasertib_OVISE","Prexasertib","AZD0156","OVISE",0.0499167406866801,0
"AZD7648_Prexasertib_OVISE","Prexasertib","AZD7648","OVISE",0.0081498269642263,2
"Olaparib_SN-38_OVISE","SN-38","Olaparib","OVISE",0.018672142408226,0
"AZD7648_Doxorubicin_OVISE","Doxorubicin","AZD7648","OVISE",0.0535332972120617,4
"Olaparib_SG3199_OVISE","SG3199","Olaparib","OVISE",-0.0340582185024659,4
"AZD0156_SN-38_OVISE","SN-38","AZD0156","OVISE",-0.0195997653981888,1
"AZD6738_Olaparib_SK-ES-1","AZD6738","Olaparib","SK-ES-1",0.103028972029813,1
"AZD1775_Olaparib_SK-ES-1","AZD1775","Olaparib","SK-ES-1",0.0810702697757884,4
"AZD1775_AZD6738_SK-ES-1","AZD1775","AZD6738","SK-ES-1",0.0399353995324186,2
"AZD2811_Olaparib_SK-ES-1","AZD2811","Olaparib","SK-ES-1",0.0202875449916536,0
"AZD2811_AZD6738_SK-ES-1","AZD2811","AZD6738","SK-ES-1",0.0641520155861559,4
"AZD1775_AZD2811_SK-ES-1","AZD2811","AZD1775","SK-ES-1",0.0631227340638391,3
"AZD0156_AZD1775_SK-ES-1","AZD0156","AZD1775","SK-ES-1",0.0212553599709054,1
"AZD7648_Olaparib_SK-ES-1","AZD7648","Olaparib","SK-ES-1",0.0476498914445892,2
"AZD0156_AZD6738_SK-ES-1","AZD0156","AZD6738","SK-ES-1",0.0449450690950943,2
"AZD0156_AZD2811_SK-ES-1","AZD0156","AZD2811","SK-ES-1",0.0166427239009613,4
"AZD1775_AZD7648_SK-ES-1","AZD7648","AZD1775","SK-ES-1",0.060766799983108,3
"AZD0156_AZD7648_SK-ES-1","AZD7648","AZD0156","SK-ES-1",0.0732080117306828,3
"AZD6738_AZD7648_SK-ES-1","AZD7648","AZD6738","SK-ES-1",0.0212021977585747,0
"AZD2811_AZD7648_SK-ES-1","AZD7648","AZD2811","SK-ES-1",0.0241340067954596,0
"Olaparib_Prexasertib_SK-ES-1","Prexasertib","Olaparib","SK-ES-1",0.029028422133743,3
