"X","drug_row","drug_col","cell_line_name","synergy","fold"
"AZD1390_Gefitinib_SUP-B15","Gefitinib","AZD1390","SUP-B15",-0.0628655919901425,4
"AZD1775_Selumetinib_SUP-B15","Selumetinib","AZD1775","SUP-B15",0.114976007642795,4
"AZD1390_Selumetinib_SUP-B15","Selumetinib","AZD1390","SUP-B15",-0.0232397526982487,0
"AZD2811_Capivasertib_SUP-B15","Capivasertib","AZD2811","SUP-B15",-0.0712344883238609,2
"AZD6738_Capivasertib_SUP-B15","Capivasertib","AZD6738","SUP-B15",0.0279986399689826,2
"AZD1390_Capivasertib_SUP-B15","Capivasertib","AZD1390","SUP-B15",-0.0009157774542581,4
"AZD5153_Capivasertib_SUP-B15","Capivasertib","AZD5153","SUP-B15",0.0505481773457773,1
"Capivasertib_Palbociclib_SUP-B15","Capivasertib","Palbociclib","SUP-B15",0.0057859318336127,3
"Capivasertib_Selumetinib_SUP-B15","Capivasertib","Selumetinib","SUP-B15",0.10153056164666,0
"AZD5991_Palbociclib_SUP-B15","Palbociclib","AZD5991","SUP-B15",-0.187784388483023,2
"AZD4320_Palbociclib_SUP-B15","Palbociclib","AZD4320","SUP-B15",-0.0384344502329696,2
"Palbociclib_Venetoclax_SUP-B15","Palbociclib","Venetoclax","SUP-B15",-0.0136118548999025,3
"Crizotinib_Lapatinib_SUP-B15","Lapatinib","Crizotinib","SUP-B15",0.0391907389873549,1
"Dasatinib_Trametinib_SUP-B15","Dasatinib","Trametinib","SUP-B15",-0.0354513933256129,0
"Palbociclib_Selumetinib_SUP-B15","Palbociclib","Selumetinib","SUP-B15",0.0276408714987288,3
"AZD1775_AZD5153_G-402","AZD5153","AZD1775","G-402",0.0513739799280412,1
"AZD5153_AZD5991_G-402","AZD5153","AZD5991","G-402",0.0966613156824937,0
"AZD5153_AZD6738_G-402","AZD5153","AZD6738","G-402",0.0989509956993444,4
"AZD2811_AZD5153_G-402","AZD5153","AZD2811","G-402",0.0262746442225776,3
"AZD5153_Venetoclax_G-402","AZD5153","Venetoclax","G-402",-0.0269108187173762,1
"AZD4320_AZD5153_G-402","AZD5153","AZD4320","G-402",0.043109447584118,3
"AZD5153_Selumetinib_G-402","AZD5153","Selumetinib","G-402",0.0234159183971352,0
"AZD5991_Savolitinib_G-402","Savolitinib","AZD5991","G-402",-0.0268652692907204,2
"AZD4320_Savolitinib_G-402","Savolitinib","AZD4320","G-402",-0.0415500481741453,1
"Savolitinib_Venetoclax_G-402","Savolitinib","Venetoclax","G-402",-0.0479943444672052,3
"AZD6738_Selumetinib_G-402","Selumetinib","AZD6738","G-402",-0.0139406530751529,3
"AZD2811_Selumetinib_G-402","Selumetinib","AZD2811","G-402",0.0297774248037901,2
"AZD1390_Gefitinib_G-402","Gefitinib","AZD1390","G-402",-0.0486132444793426,4
"AZD1775_Selumetinib_G-402","Selumetinib","AZD1775","G-402",-0.0201633962463077,4
"AZD1390_Selumetinib_G-402","Selumetinib","AZD1390","G-402",0.0068060103947835,0
"AZD2811_Capivasertib_G-402","Capivasertib","AZD2811","G-402",0.0352063439425946,2
"AZD6738_Capivasertib_G-402","Capivasertib","AZD6738","G-402",0.0626141025906385,2
"AZD1390_Capivasertib_G-402","Capivasertib","AZD1390","G-402",-0.0480609071416236,4
"AZD5153_Capivasertib_G-402","Capivasertib","AZD5153","G-402",0.0400742832713481,1
"Capivasertib_Palbociclib_G-402","Capivasertib","Palbociclib","G-402",0.0418283326240626,3
"Capivasertib_Selumetinib_G-402","Capivasertib","Selumetinib","G-402",0.0663532005009341,0
"AZD5991_Palbociclib_G-402","Palbociclib","AZD5991","G-402",0.0818482669635064,2
"AZD4320_Palbociclib_G-402","Palbociclib","AZD4320","G-402",0.0023945364667202,2
"Palbociclib_Venetoclax_G-402","Palbociclib","Venetoclax","G-402",0.0617729205789588,3
"Crizotinib_Lapatinib_G-402","Lapatinib","Crizotinib","G-402",0.005418097917111,1
"Dasatinib_Trametinib_G-402","Dasatinib","Trametinib","G-402",0.0220709872285133,0
"Palbociclib_Selumetinib_G-402","Palbociclib","Selumetinib","G-402",0.0737041619428578,3
"AZD1775_AZD5153_786-0","AZD5153","AZD1775","786-0",0.0776438309573928,1
"AZD5153_AZD5991_786-0","AZD5153","AZD5991","786-0",0.0065096701918685,0
"AZD5153_AZD6738_786-0","AZD5153","AZD6738","786-0",0.124879324963828,4
"AZD2811_AZD5153_786-0","AZD5153","AZD2811","786-0",0.0136696691710934,3
"AZD5153_Venetoclax_786-0","AZD5153","Venetoclax","786-0",-0.0362016990661774,1
"AZD4320_AZD5153_786-0","AZD5153","AZD4320","786-0",0.091636713745399,3
"AZD5153_Selumetinib_786-0","AZD5153","Selumetinib","786-0",0.0793088261198076,0
"AZD5991_Savolitinib_786-0","Savolitinib","AZD5991","786-0",-0.0150530357009525,2
"AZD4320_Savolitinib_786-0","Savolitinib","AZD4320","786-0",-0.0436416440681509,1
"Savolitinib_Venetoclax_786-0","Savolitinib","Venetoclax","786-0",-0.0647014421368431,3
"AZD6738_Selumetinib_786-0","Selumetinib","AZD6738","786-0",-0.0513122697412688,3
"AZD2811_Selumetinib_786-0","Selumetinib","AZD2811","786-0",-0.0093313681941761,2
"AZD1390_Gefitinib_786-0","Gefitinib","AZD1390","786-0",-0.044040245202568,4
"AZD1775_Selumetinib_786-0","Selumetinib","AZD1775","786-0",-0.019456349170971,4
"AZD1390_Selumetinib_786-0","Selumetinib","AZD1390","786-0",-0.0394690632864555,0
"AZD2811_Capivasertib_786-0","Capivasertib","AZD2811","786-0",0.00085558838021398,2
"AZD6738_Capivasertib_786-0","Capivasertib","AZD6738","786-0",0.016763147662947,2
"AZD1390_Capivasertib_786-0","Capivasertib","AZD1390","786-0",-0.0729338551065184,4
"AZD5153_Capivasertib_786-0","Capivasertib","AZD5153","786-0",0.0817460185686818,1
"Capivasertib_Palbociclib_786-0","Capivasertib","Palbociclib","786-0",0.106452851852533,3
"Capivasertib_Selumetinib_786-0","Capivasertib","Selumetinib","786-0",0.111457482757022,0
"AZD5991_Palbociclib_786-0","Palbociclib","AZD5991","786-0",0.0527253426959545,2
"AZD4320_Palbociclib_786-0","Palbociclib","AZD4320","786-0",-0.0088400430770761,2
"Palbociclib_Venetoclax_786-0","Palbociclib","Venetoclax","786-0",0.0264924330483631,3
"Crizotinib_Lapatinib_786-0","Lapatinib","Crizotinib","786-0",0.0099274905379503,1
"Dasatinib_Trametinib_786-0","Dasatinib","Trametinib","786-0",-0.0141276199523368,0
"Palbociclib_Selumetinib_786-0","Palbociclib","Selumetinib","786-0",0.0552340783241117,3
"AZD1775_AZD5153_FTC-133","AZD5153","AZD1775","FTC-133",0.0964825497321229,1
"AZD5153_AZD5991_FTC-133","AZD5153","AZD5991","FTC-133",0.0155913564152075,0
"AZD5153_AZD6738_FTC-133","AZD5153","AZD6738","FTC-133",0.162257730860872,4
"AZD2811_AZD5153_FTC-133","AZD5153","AZD2811","FTC-133",0.0637419997358234,3
"AZD5153_Venetoclax_FTC-133","AZD5153","Venetoclax","FTC-133",-0.0512673098196522,1
"AZD4320_AZD5153_FTC-133","AZD5153","AZD4320","FTC-133",0.173915555000954,3
"AZD5153_Selumetinib_FTC-133","AZD5153","Selumetinib","FTC-133",-0.0020342661660684,0
"AZD5991_Savolitinib_FTC-133","Savolitinib","AZD5991","FTC-133",-0.0273672863854942,2
"AZD4320_Savolitinib_FTC-133","Savolitinib","AZD4320","FTC-133",-0.0120138781461817,1
"Savolitinib_Venetoclax_FTC-133","Savolitinib","Venetoclax","FTC-133",-0.0393032483627331,3
"AZD6738_Selumetinib_FTC-133","Selumetinib","AZD6738","FTC-133",-0.0621870219338266,3
"AZD2811_Selumetinib_FTC-133","Selumetinib","AZD2811","FTC-133",-0.0021476994591283,2
"AZD1390_Gefitinib_FTC-133","Gefitinib","AZD1390","FTC-133",-0.0562075376682036,4
"AZD1775_Selumetinib_FTC-133","Selumetinib","AZD1775","FTC-133",-0.0212482589517365,4
"AZD1390_Selumetinib_FTC-133","Selumetinib","AZD1390","FTC-133",-0.0166357769640882,0
"AZD2811_Capivasertib_FTC-133","Capivasertib","AZD2811","FTC-133",0.0648793910505976,2
"AZD6738_Capivasertib_FTC-133","Capivasertib","AZD6738","FTC-133",0.0492830758110092,2
"AZD1390_Capivasertib_FTC-133","Capivasertib","AZD1390","FTC-133",-0.0241483492080157,4
"AZD5153_Capivasertib_FTC-133","Capivasertib","AZD5153","FTC-133",0.145688793359597,1
"Capivasertib_Palbociclib_FTC-133","Capivasertib","Palbociclib","FTC-133",0.0228478792975277,3
"Capivasertib_Selumetinib_FTC-133","Capivasertib","Selumetinib","FTC-133",0.0725726654260456,0
"AZD5991_Palbociclib_FTC-133","Palbociclib","AZD5991","FTC-133",-0.0209953787533825,2
"AZD4320_Palbociclib_FTC-133","Palbociclib","AZD4320","FTC-133",-0.0316351149849717,2
"Palbociclib_Venetoclax_FTC-133","Palbociclib","Venetoclax","FTC-133",-0.0333877094110347,3
"Crizotinib_Lapatinib_FTC-133","Lapatinib","Crizotinib","FTC-133",0.0360317362655317,1
"Dasatinib_Trametinib_FTC-133","Dasatinib","Trametinib","FTC-133",-0.0481962756756491,0
"Palbociclib_Selumetinib_FTC-133","Palbociclib","Selumetinib","FTC-133",-0.0218261049505199,3
"AZD2811_Capivasertib_HCC1187","Capivasertib","AZD2811","HCC1187",-0.0287680275016701,2
"AZD6738_Capivasertib_HCC1187","Capivasertib","AZD6738","HCC1187",0.0022741096838873,2
"AZD1390_Capivasertib_HCC1187","Capivasertib","AZD1390","HCC1187",-0.0322290764359224,4
"AZD5153_Capivasertib_HCC1187","Capivasertib","AZD5153","HCC1187",0.054573521071047,1
"Capivasertib_Palbociclib_HCC1187","Capivasertib","Palbociclib","HCC1187",0.0391669097008471,3
"Capivasertib_Selumetinib_HCC1187","Capivasertib","Selumetinib","HCC1187",0.0627454719879205,0
"AZD5991_Palbociclib_HCC1187","Palbociclib","AZD5991","HCC1187",0.0211182476636709,2
"AZD4320_Palbociclib_HCC1187","Palbociclib","AZD4320","HCC1187",-0.030811367365433,2
"Palbociclib_Venetoclax_HCC1187","Palbociclib","Venetoclax","HCC1187",-0.002202682922817,3
"Crizotinib_Lapatinib_HCC1187","Lapatinib","Crizotinib","HCC1187",0.00029135090459041,1
"Dasatinib_Trametinib_HCC1187","Dasatinib","Trametinib","HCC1187",-0.0295828642843159,0
"Palbociclib_Selumetinib_HCC1187","Palbociclib","Selumetinib","HCC1187",-0.0083923227888883,3
"AZD1775_AZD5153_HCC1187","AZD5153","AZD1775","HCC1187",0.0180694696410543,1
"AZD5153_AZD5991_HCC1187","AZD5153","AZD5991","HCC1187",0.0458057697653088,0
"AZD5153_AZD6738_HCC1187","AZD5153","AZD6738","HCC1187",0.0452679032591559,4
"AZD2811_AZD5153_HCC1187","AZD5153","AZD2811","HCC1187",-0.0703007551175512,3
"AZD5153_Venetoclax_HCC1187","AZD5153","Venetoclax","HCC1187",-0.0375221584789628,1
"AZD4320_AZD5153_HCC1187","AZD5153","AZD4320","HCC1187",0.0237420677239921,3
"AZD5153_Selumetinib_HCC1187","AZD5153","Selumetinib","HCC1187",0.0075123222275161,0
"AZD5991_Savolitinib_HCC1187","Savolitinib","AZD5991","HCC1187",0.0125992092707412,2
"AZD4320_Savolitinib_HCC1187","Savolitinib","AZD4320","HCC1187",0.00076062443599164,1
"Savolitinib_Venetoclax_HCC1187","Savolitinib","Venetoclax","HCC1187",-0.040874935810903,3
"AZD6738_Selumetinib_HCC1187","Selumetinib","AZD6738","HCC1187",-0.0439234100666664,3
"AZD2811_Selumetinib_HCC1187","Selumetinib","AZD2811","HCC1187",-0.0199217753009983,2
"AZD1390_Gefitinib_HCC1187","Gefitinib","AZD1390","HCC1187",-0.0320148605847551,4
"AZD1775_Selumetinib_HCC1187","Selumetinib","AZD1775","HCC1187",-0.00098574396308511,4
"AZD1390_Selumetinib_HCC1187","Selumetinib","AZD1390","HCC1187",0.012598273725503,0
"AZD1775_AZD5153_EJM","AZD5153","AZD1775","EJM",0.0924393768171748,1
"AZD5153_AZD5991_EJM","AZD5153","AZD5991","EJM",0.0813162046721439,0
"AZD5153_AZD6738_EJM","AZD5153","AZD6738","EJM",0.066284564342619,4
"AZD2811_AZD5153_EJM","AZD5153","AZD2811","EJM",0.0327660950985432,3
"AZD5153_Venetoclax_EJM","AZD5153","Venetoclax","EJM",-0.0284104470077855,1
"AZD4320_AZD5153_EJM","AZD5153","AZD4320","EJM",0.12043995767512,3
"AZD5153_Selumetinib_EJM","AZD5153","Selumetinib","EJM",0.0397886609420566,0
"AZD5991_Savolitinib_EJM","Savolitinib","AZD5991","EJM",0.0145975593320624,2
"AZD4320_Savolitinib_EJM","Savolitinib","AZD4320","EJM",0.0468542134853437,1
"Savolitinib_Venetoclax_EJM","Savolitinib","Venetoclax","EJM",-0.0045094577070414,3
"AZD6738_Selumetinib_EJM","Selumetinib","AZD6738","EJM",-0.0225929468111859,3
"AZD2811_Selumetinib_EJM","Selumetinib","AZD2811","EJM",0.0206681888303661,2
"AZD1390_Gefitinib_EJM","Gefitinib","AZD1390","EJM",-0.0321191350754025,4
"AZD1775_Selumetinib_EJM","Selumetinib","AZD1775","EJM",0.0111980900395172,4
"AZD1390_Selumetinib_EJM","Selumetinib","AZD1390","EJM",-0.0073962619066938,0
"AZD2811_Capivasertib_EJM","Capivasertib","AZD2811","EJM",0.0885550095548206,2
"AZD6738_Capivasertib_EJM","Capivasertib","AZD6738","EJM",0.0667706504841885,2
"AZD1390_Capivasertib_EJM","Capivasertib","AZD1390","EJM",-0.0449531438425948,4
"AZD5153_Capivasertib_EJM","Capivasertib","AZD5153","EJM",0.0992275871201402,1
"Capivasertib_Palbociclib_EJM","Capivasertib","Palbociclib","EJM",-0.0043247701586148,3
"Capivasertib_Selumetinib_EJM","Capivasertib","Selumetinib","EJM",0.0889413642089086,0
"AZD5991_Palbociclib_EJM","Palbociclib","AZD5991","EJM",-0.0400318863360054,2
"AZD4320_Palbociclib_EJM","Palbociclib","AZD4320","EJM",0.0105332463345956,2
"Palbociclib_Venetoclax_EJM","Palbociclib","Venetoclax","EJM",-0.0152260574642861,3
"Crizotinib_Lapatinib_EJM","Lapatinib","Crizotinib","EJM",0.0310995158423792,1
"Dasatinib_Trametinib_EJM","Dasatinib","Trametinib","EJM",-0.025950246635464,0
"Palbociclib_Selumetinib_EJM","Palbociclib","Selumetinib","EJM",-0.01153198051847,3
"AZD1775_AZD5153_GCT","AZD5153","AZD1775","GCT",0.0891032619992044,1
"AZD5153_AZD5991_GCT","AZD5153","AZD5991","GCT",-0.0169203318872558,0
"AZD5153_AZD6738_GCT","AZD5153","AZD6738","GCT",0.0925684710013232,4
"AZD2811_AZD5153_GCT","AZD5153","AZD2811","GCT",0.0302274026952197,3
"AZD5153_Venetoclax_GCT","AZD5153","Venetoclax","GCT",-0.0812461020213325,1
"AZD4320_AZD5153_GCT","AZD5153","AZD4320","GCT",0.0624780658372105,3
"AZD5153_Selumetinib_GCT","AZD5153","Selumetinib","GCT",0.0454493926600298,0
"AZD5991_Savolitinib_GCT","Savolitinib","AZD5991","GCT",-0.0285316311165005,2
"AZD4320_Savolitinib_GCT","Savolitinib","AZD4320","GCT",-0.025510337106056,1
"Savolitinib_Venetoclax_GCT","Savolitinib","Venetoclax","GCT",-0.0499324806203806,3
"AZD6738_Selumetinib_GCT","Selumetinib","AZD6738","GCT",0.067058029969523,3
"AZD2811_Selumetinib_GCT","Selumetinib","AZD2811","GCT",0.023233347475895,2
"AZD1390_Gefitinib_GCT","Gefitinib","AZD1390","GCT",-0.04596188283395,4
"AZD1775_Selumetinib_GCT","Selumetinib","AZD1775","GCT",0.046413207611922,4
"AZD1390_Selumetinib_GCT","Selumetinib","AZD1390","GCT",0.0179810825115139,0
"AZD2811_Capivasertib_GCT","Capivasertib","AZD2811","GCT",0.0279773030213865,2
"AZD6738_Capivasertib_GCT","Capivasertib","AZD6738","GCT",-0.0016790054607581,2
"AZD1390_Capivasertib_GCT","Capivasertib","AZD1390","GCT",-0.0261530943010257,4
"AZD5153_Capivasertib_GCT","Capivasertib","AZD5153","GCT",0.0897165553295035,1
"Capivasertib_Palbociclib_GCT","Capivasertib","Palbociclib","GCT",0.033700811906312,3
"Capivasertib_Selumetinib_GCT","Capivasertib","Selumetinib","GCT",0.0582937768220636,0
"AZD5991_Palbociclib_GCT","Palbociclib","AZD5991","GCT",0.0082145173465245,2
"AZD4320_Palbociclib_GCT","Palbociclib","AZD4320","GCT",0.0282688806611,2
"Palbociclib_Venetoclax_GCT","Palbociclib","Venetoclax","GCT",0.0572682816093699,3
"Crizotinib_Lapatinib_GCT","Lapatinib","Crizotinib","GCT",0.0257888372718168,1
"Dasatinib_Trametinib_GCT","Dasatinib","Trametinib","GCT",-0.0139486354931685,0
"Palbociclib_Selumetinib_GCT","Palbociclib","Selumetinib","GCT",0.0247195338693343,3
"AZD1775_AZD5153_HOP-62","AZD5153","AZD1775","HOP-62",0.031992129492591,1
"AZD5153_AZD5991_HOP-62","AZD5153","AZD5991","HOP-62",-0.0178929905112109,0
"AZD5153_AZD6738_HOP-62","AZD5153","AZD6738","HOP-62",0.073726238919627,4
"AZD2811_AZD5153_HOP-62","AZD5153","AZD2811","HOP-62",0.0121118118204968,3
"AZD5153_Venetoclax_HOP-62","AZD5153","Venetoclax","HOP-62",-0.0426696033978991,1
"AZD4320_AZD5153_HOP-62","AZD5153","AZD4320","HOP-62",0.0641087638178019,3
"AZD5153_Selumetinib_HOP-62","AZD5153","Selumetinib","HOP-62",0.0452807686717672,0
"AZD5991_Savolitinib_HOP-62","Savolitinib","AZD5991","HOP-62",-0.0493151685978224,2
"AZD4320_Savolitinib_HOP-62","Savolitinib","AZD4320","HOP-62",-0.048361881814679,1
"Savolitinib_Venetoclax_HOP-62","Savolitinib","Venetoclax","HOP-62",-0.0693059558551026,3
"AZD6738_Selumetinib_HOP-62","Selumetinib","AZD6738","HOP-62",0.0580009636665196,3
"AZD2811_Selumetinib_HOP-62","Selumetinib","AZD2811","HOP-62",-0.0123094209236787,2
"AZD1390_Gefitinib_HOP-62","Gefitinib","AZD1390","HOP-62",-0.0530117709654524,4
"AZD1775_Selumetinib_HOP-62","Selumetinib","AZD1775","HOP-62",0.0314577569282952,4
"AZD1390_Selumetinib_HOP-62","Selumetinib","AZD1390","HOP-62",-0.0164163167702822,0
"AZD2811_Capivasertib_HOP-62","Capivasertib","AZD2811","HOP-62",0.0753125823040095,2
"AZD6738_Capivasertib_HOP-62","Capivasertib","AZD6738","HOP-62",0.0142505925725675,2
"AZD1390_Capivasertib_HOP-62","Capivasertib","AZD1390","HOP-62",-0.0429270881673186,4
"AZD5153_Capivasertib_HOP-62","Capivasertib","AZD5153","HOP-62",0.011124217685337,1
"Capivasertib_Palbociclib_HOP-62","Capivasertib","Palbociclib","HOP-62",0.0456780042076333,3
"Capivasertib_Selumetinib_HOP-62","Capivasertib","Selumetinib","HOP-62",0.0433396652621019,0
"AZD5991_Palbociclib_HOP-62","Palbociclib","AZD5991","HOP-62",-0.017005186748644,2
"AZD4320_Palbociclib_HOP-62","Palbociclib","AZD4320","HOP-62",-0.0381352539095359,2
"Palbociclib_Venetoclax_HOP-62","Palbociclib","Venetoclax","HOP-62",0.0101504887621077,3
"Crizotinib_Lapatinib_HOP-62","Lapatinib","Crizotinib","HOP-62",0.0055251680018002,1
"Dasatinib_Trametinib_HOP-62","Dasatinib","Trametinib","HOP-62",0.0320924529010802,0
"Palbociclib_Selumetinib_HOP-62","Palbociclib","Selumetinib","HOP-62",0.0381572110034342,3
"AZD1775_AZD5153_JHH-6","AZD5153","AZD1775","JHH-6",0.0415999688660153,1
"AZD5153_AZD5991_JHH-6","AZD5153","AZD5991","JHH-6",-0.0343067785124428,0
"AZD5153_AZD6738_JHH-6","AZD5153","AZD6738","JHH-6",0.0753749873125055,4
"AZD2811_AZD5153_JHH-6","AZD5153","AZD2811","JHH-6",0.0031425954913755,3
"AZD5153_Venetoclax_JHH-6","AZD5153","Venetoclax","JHH-6",0.0090049070833166,1
"AZD4320_AZD5153_JHH-6","AZD5153","AZD4320","JHH-6",0.0209321745534075,3
"AZD5153_Selumetinib_JHH-6","AZD5153","Selumetinib","JHH-6",0.0661959229172311,0
"AZD5991_Savolitinib_JHH-6","Savolitinib","AZD5991","JHH-6",-0.0477218392495949,2
"AZD4320_Savolitinib_JHH-6","Savolitinib","AZD4320","JHH-6",-0.0419162739988569,1
"Savolitinib_Venetoclax_JHH-6","Savolitinib","Venetoclax","JHH-6",-0.0658458866341222,3
"AZD6738_Selumetinib_JHH-6","Selumetinib","AZD6738","JHH-6",0.0366307313294116,3
"AZD2811_Selumetinib_JHH-6","Selumetinib","AZD2811","JHH-6",0.0050095710114642,2
"AZD1390_Gefitinib_JHH-6","Gefitinib","AZD1390","JHH-6",-0.0382887354247214,4
"AZD1775_Selumetinib_JHH-6","Selumetinib","AZD1775","JHH-6",-0.0420700454336955,4
"AZD1390_Selumetinib_JHH-6","Selumetinib","AZD1390","JHH-6",-0.0495639504157829,0
"AZD2811_Capivasertib_JHH-6","Capivasertib","AZD2811","JHH-6",0.0304756594815054,2
"AZD6738_Capivasertib_JHH-6","Capivasertib","AZD6738","JHH-6",0.0446183388477594,2
"AZD1390_Capivasertib_JHH-6","Capivasertib","AZD1390","JHH-6",-0.0376379688668357,4
"AZD5153_Capivasertib_JHH-6","Capivasertib","AZD5153","JHH-6",0.0295547460599255,1
"Capivasertib_Palbociclib_JHH-6","Capivasertib","Palbociclib","JHH-6",0.0261065962398397,3
"Capivasertib_Selumetinib_JHH-6","Capivasertib","Selumetinib","JHH-6",0.0292208814773236,0
"AZD5991_Palbociclib_JHH-6","Palbociclib","AZD5991","JHH-6",0.0074567804774606,2
"AZD4320_Palbociclib_JHH-6","Palbociclib","AZD4320","JHH-6",-0.0119337567744716,2
"Palbociclib_Venetoclax_JHH-6","Palbociclib","Venetoclax","JHH-6",-0.0177348545305029,3
"Crizotinib_Lapatinib_JHH-6","Lapatinib","Crizotinib","JHH-6",0.0249733657025806,1
"Dasatinib_Trametinib_JHH-6","Dasatinib","Trametinib","JHH-6",0.131686966781456,0
"Palbociclib_Selumetinib_JHH-6","Palbociclib","Selumetinib","JHH-6",0.0711640893252578,3
"AZD1775_AZD5153_KYSE-410","AZD5153","AZD1775","KYSE-410",0.0215798117305355,1
"AZD5153_AZD5991_KYSE-410","AZD5153","AZD5991","KYSE-410",0.0329596701200321,0
"AZD5153_AZD6738_KYSE-410","AZD5153","AZD6738","KYSE-410",0.0682206713697339,4
"AZD2811_AZD5153_KYSE-410","AZD5153","AZD2811","KYSE-410",0.0205512974395981,3
"AZD5153_Venetoclax_KYSE-410","AZD5153","Venetoclax","KYSE-410",-0.0518925435114656,1
"AZD4320_AZD5153_KYSE-410","AZD5153","AZD4320","KYSE-410",0.0245206293312081,3
"AZD5153_Selumetinib_KYSE-410","AZD5153","Selumetinib","KYSE-410",-0.0181560436327318,0
"AZD5991_Savolitinib_KYSE-410","Savolitinib","AZD5991","KYSE-410",-0.0457019039210654,2
"AZD4320_Savolitinib_KYSE-410","Savolitinib","AZD4320","KYSE-410",-0.0286711283099536,1
"Savolitinib_Venetoclax_KYSE-410","Savolitinib","Venetoclax","KYSE-410",-0.0473670911424224,3
"AZD6738_Selumetinib_KYSE-410","Selumetinib","AZD6738","KYSE-410",0.0534037300744089,3
"AZD2811_Selumetinib_KYSE-410","Selumetinib","AZD2811","KYSE-410",0.0324206647680757,2
"AZD1390_Gefitinib_KYSE-410","Gefitinib","AZD1390","KYSE-410",-0.0508767317427372,4
"AZD1775_Selumetinib_KYSE-410","Selumetinib","AZD1775","KYSE-410",0.0901898043216599,4
"AZD1390_Selumetinib_KYSE-410","Selumetinib","AZD1390","KYSE-410",-0.0080846480407834,0
"AZD2811_Capivasertib_KYSE-410","Capivasertib","AZD2811","KYSE-410",0.0212847961812878,2
"AZD6738_Capivasertib_KYSE-410","Capivasertib","AZD6738","KYSE-410",0.0198458046742366,2
"AZD1390_Capivasertib_KYSE-410","Capivasertib","AZD1390","KYSE-410",-0.051590092506813,4
"AZD5153_Capivasertib_KYSE-410","Capivasertib","AZD5153","KYSE-410",0.0739078862846824,1
"Capivasertib_Palbociclib_KYSE-410","Capivasertib","Palbociclib","KYSE-410",0.0724772916473494,3
"Capivasertib_Selumetinib_KYSE-410","Capivasertib","Selumetinib","KYSE-410",0.102301487800262,0
"AZD5991_Palbociclib_KYSE-410","Palbociclib","AZD5991","KYSE-410",-0.0108826143935342,2
"AZD4320_Palbociclib_KYSE-410","Palbociclib","AZD4320","KYSE-410",-0.0318334210888169,2
"Palbociclib_Venetoclax_KYSE-410","Palbociclib","Venetoclax","KYSE-410",-0.0326277977555707,3
"Crizotinib_Lapatinib_KYSE-410","Lapatinib","Crizotinib","KYSE-410",0.0585493929988658,1
"Dasatinib_Trametinib_KYSE-410","Dasatinib","Trametinib","KYSE-410",0.0125094582657527,0
"Palbociclib_Selumetinib_KYSE-410","Palbociclib","Selumetinib","KYSE-410",0.0410370221956419,3
"AZD1775_AZD5153_647-V","AZD5153","AZD1775","647-V",0.0422668590285176,1
"AZD5153_AZD5991_647-V","AZD5153","AZD5991","647-V",0.0098816258973922,0
"AZD5153_AZD6738_647-V","AZD5153","AZD6738","647-V",0.0970283540535141,4
"AZD2811_AZD5153_647-V","AZD5153","AZD2811","647-V",0.0524303816936127,3
"AZD5153_Venetoclax_647-V","AZD5153","Venetoclax","647-V",-0.016596633333097,1
"AZD4320_AZD5153_647-V","AZD5153","AZD4320","647-V",0.0806756049834541,3
"AZD5153_Selumetinib_647-V","AZD5153","Selumetinib","647-V",0.110146123760862,0
"AZD5991_Savolitinib_647-V","Savolitinib","AZD5991","647-V",-0.030803415291264,2
"AZD4320_Savolitinib_647-V","Savolitinib","AZD4320","647-V",-0.0179977627116457,1
"Savolitinib_Venetoclax_647-V","Savolitinib","Venetoclax","647-V",-0.0411797220954429,3
"AZD6738_Selumetinib_647-V","Selumetinib","AZD6738","647-V",0.0433015844064597,3
"AZD2811_Selumetinib_647-V","Selumetinib","AZD2811","647-V",0.0215723703908098,2
"AZD1390_Gefitinib_647-V","Gefitinib","AZD1390","647-V",-0.0524640334358991,4
"AZD1775_Selumetinib_647-V","Selumetinib","AZD1775","647-V",0.0079959080922358,4
"AZD1390_Selumetinib_647-V","Selumetinib","AZD1390","647-V",-0.0299140700226393,0
"AZD2811_Capivasertib_647-V","Capivasertib","AZD2811","647-V",-0.0046261059447725,2
"AZD6738_Capivasertib_647-V","Capivasertib","AZD6738","647-V",0.025624358024213,2
"AZD1390_Capivasertib_647-V","Capivasertib","AZD1390","647-V",-0.0124547692908115,4
"AZD5153_Capivasertib_647-V","Capivasertib","AZD5153","647-V",-0.0324543871027981,1
"Capivasertib_Palbociclib_647-V","Capivasertib","Palbociclib","647-V",0.0362191420344585,3
"Capivasertib_Selumetinib_647-V","Capivasertib","Selumetinib","647-V",0.0259887964462116,0
"AZD5991_Palbociclib_647-V","Palbociclib","AZD5991","647-V",-0.0263638636421419,2
"AZD4320_Palbociclib_647-V","Palbociclib","AZD4320","647-V",-0.0197064174723038,2
"Palbociclib_Venetoclax_647-V","Palbociclib","Venetoclax","647-V",-0.0299076717214993,3
"Crizotinib_Lapatinib_647-V","Lapatinib","Crizotinib","647-V",0.0385024946520451,1
"Dasatinib_Trametinib_647-V","Dasatinib","Trametinib","647-V",0.0260147251130062,0
"Palbociclib_Selumetinib_647-V","Palbociclib","Selumetinib","647-V",-0.0166268782644696,3
"AZD1775_AZD5153_CAL-29","AZD5153","AZD1775","CAL-29",0.0126919101286115,1
